iter	MultiClass
200	0.3118501011
201	0.3117526816
202	0.3116804273
203	0.3116488051
204	0.3115969935
205	0.3115407451
206	0.3114633921
207	0.3114249102
208	0.3114234287
209	0.311401481
210	0.311376086
211	0.3112096419
212	0.3111860306
213	0.311182819
214	0.3111597355
215	0.3111378806
216	0.3111168328
217	0.3110975147
218	0.3110967391
219	0.31077796
220	0.3107608588
221	0.310445398
222	0.3104123301
223	0.3103359417
224	0.3102041677
225	0.309874159
226	0.3097319947
227	0.3097152009
228	0.3092104459
229	0.3091054047
230	0.309064923
231	0.3090635078
232	0.3090524023
233	0.3089666677
234	0.3089643336
235	0.3089355187
236	0.3089171402
237	0.3088025056
238	0.3086081833
239	0.3084836318
240	0.3080598931
241	0.3080595331
242	0.3079139255
243	0.3079124097
244	0.3078676885
245	0.3078659589
246	0.3078245076
247	0.3078222637
248	0.3078219706
249	0.3078216912
250	0.3078092513
251	0.3077910277
252	0.3075399432
253	0.307527022
254	0.3075253361
255	0.3075239766
256	0.3075042718
257	0.3074950691
258	0.3074934629
259	0.3074524801
260	0.3074509179
261	0.307444167
262	0.3074274854
263	0.3074252943
264	0.3074165387
265	0.3074012756
266	0.3073872588
267	0.3073788431
268	0.3073578044
269	0.307230592
270	0.3072276482
271	0.3072253872
272	0.3072120579
273	0.3071796203
274	0.3071664666
275	0.3070872604
276	0.307085012
277	0.3069844243
278	0.3069642458
279	0.3069483187
280	0.3069390304
281	0.3068973298
282	0.3068840663
283	0.3068749494
284	0.3068722203
285	0.3062064654
286	0.3061808066
287	0.3061685568
288	0.3061664122
289	0.3061518955
290	0.3054883151
291	0.3054649424
292	0.3054506107
293	0.3054485006
294	0.3054312905
295	0.3054194576
296	0.305365577
297	0.3053651826
298	0.30522602
299	0.30522393
300	0.3052157511
301	0.3051888601
302	0.3051832608
303	0.3051793311
304	0.3050845562
305	0.3050824989
306	0.3050803151
307	0.3050638042
308	0.3050590804
309	0.3050501925
310	0.3050421124
311	0.3050400538
312	0.3050323185
313	0.3050181454
314	0.305015521
315	0.30499414
316	0.3049939105
317	0.3045287625
318	0.3045250989
319	0.3045052234
320	0.304503913
321	0.3044951124
322	0.3039413166
323	0.3038981937
324	0.3038959916
325	0.3038779899
326	0.3038632176
327	0.3038607893
328	0.3038531601
329	0.3038326524
330	0.3037841553
331	0.3037829021
332	0.303768668
333	0.303752402
334	0.3037054985
335	0.3037042495
336	0.3036973403
337	0.3036953327
338	0.3036860241
339	0.3036748805
340	0.3036700889
341	0.3036666147
342	0.303656833
343	0.3036502352
344	0.3036437135
345	0.3036364985
346	0.3036353173
347	0.3036320073
348	0.3036245452
349	0.3036225579
350	0.3036152297
351	0.3036095306
352	0.3035741378
353	0.3035721872
354	0.3035571549
355	0.3035464327
356	0.3034969667
357	0.3034952839
358	0.303479864
359	0.3034652123
360	0.303404021
361	0.3033687694
362	0.3033615758
363	0.3033501308
364	0.3033206712
365	0.3033204443
366	0.3032122728
367	0.3032101793
368	0.3032018872
369	0.3032007703
370	0.3031620363
371	0.303160376
372	0.3031588836
373	0.3030150216
374	0.303004053
375	0.3029876246
376	0.3029856607
377	0.3029777228
378	0.3029633356
379	0.3029392769
380	0.3029373495
381	0.3029240929
382	0.3029170053
383	0.3029150785
384	0.3029005507
385	0.3028938209
386	0.3028873587
387	0.3028750207
388	0.3028638133
389	0.3028519786
390	0.3028401917
391	0.3027753787
392	0.3027734081
393	0.3027336256
394	0.3026988437
395	0.3026889484
396	0.3026757303
397	0.302674091
398	0.302669548
399	0.3026617312
400	0.302578823
401	0.3025777452
402	0.302574434
403	0.3025736108
404	0.302471859
405	0.3024478923
406	0.3023929581
407	0.3018998623
408	0.3018965162
409	0.3018762792
410	0.3018669875
411	0.3018577828
412	0.3018520168
413	0.3013260259
414	0.3013171529
415	0.3013141614
416	0.3013061641
417	0.3013036216
418	0.3013003848
419	0.301298865
420	0.3012986869
421	0.301297235
422	0.3012764044
423	0.3011906564
424	0.3011897201
425	0.3011885925
426	0.3011804718
427	0.301146692
428	0.3011170974
429	0.3010702628
430	0.3010687753
431	0.3010669744
432	0.3008615656
433	0.3007429763
434	0.3007428198
435	0.3007338892
436	0.3007255493
437	0.3006808463
438	0.3006730821
439	0.3006713888
440	0.3006595725
441	0.3006586157
442	0.3006498385
443	0.3006435374
444	0.3006229893
445	0.300615901
446	0.3002982363
447	0.3002966439
448	0.3002964824
449	0.3002805911
450	0.3002734576
451	0.2998730095
452	0.2998660721
453	0.2998609521
454	0.2998226411
455	0.2998117657
456	0.2998106427
457	0.2998087218
458	0.2997775942
459	0.2997152634
460	0.2997128755
461	0.2997062338
462	0.2996914618
463	0.2996896441
464	0.2996871165
465	0.2996665268
466	0.2996635462
467	0.2996557071
468	0.2995447649
469	0.2995378636
470	0.2995352552
471	0.2995334433
472	0.2994730204
473	0.2994467855
474	0.2994380722
475	0.2994308942
476	0.2993503834
477	0.2993471195
478	0.2993238766
479	0.2993214595
480	0.299242715
481	0.2992359091
482	0.2992345068
483	0.2992333705
484	0.2988269071
485	0.2987410114
486	0.2987384143
487	0.2987369156
488	0.298716399
489	0.2987103139
490	0.2986840759
491	0.2986549644
492	0.298653099
493	0.2986466993
494	0.2986449108
495	0.2986389868
496	0.2986366906
497	0.2986300821
498	0.2985025806
499	0.2985019011
500	0.2984993863
501	0.2984554955
502	0.2984539579
503	0.2984515593
504	0.2984486006
505	0.2984463433
506	0.298381783
507	0.2983804459
508	0.2983541085
509	0.2982677879
510	0.2982078953
511	0.2981586886
512	0.2981575538
513	0.2981492544
514	0.2981322351
515	0.2981262089
516	0.2981150302
517	0.2981129721
518	0.2981077766
519	0.2979998396
520	0.2979681436
521	0.2979620187
522	0.2979619065
523	0.2979141635
524	0.2979040958
525	0.2978746471
526	0.2978687738
527	0.2978599267
528	0.29785016
529	0.2978500263
530	0.2978454327
531	0.2978436775
532	0.2978291152
533	0.2978278291
534	0.29782552
535	0.2978243737
536	0.2978225818
537	0.2978208577
538	0.2977724593
539	0.2977407159
540	0.297739268
541	0.29773223
542	0.2977307743
543	0.297720939
544	0.2977076223
545	0.2977047563
546	0.2976991057
547	0.2976833009
548	0.2976822895
549	0.2976777923
550	0.2976201654
551	0.2975813044
552	0.2975689801
553	0.2975624472
554	0.2975046745
555	0.2975025102
556	0.2975006152
557	0.2974882581
558	0.2971699666
559	0.2971640118
560	0.2971584287
561	0.2970247444
562	0.2970095713
563	0.2970050557
564	0.2970032209
565	0.2969971286
566	0.2969963357
567	0.2969817086
568	0.296978884
569	0.2969380002
570	0.296936661
571	0.2969116315
572	0.2969102055
573	0.2968988619
574	0.2968953567
575	0.2968943481
576	0.2968926141
577	0.2968882765
578	0.2968616951
579	0.2968594124
580	0.296851803
581	0.2968504167
582	0.2968489332
583	0.2968387791
584	0.2968235871
585	0.2968218254
586	0.2968185572
587	0.2968132905
588	0.2968076727
589	0.2968059316
590	0.2968009358
591	0.2965426283
592	0.296480485
593	0.2964670959
594	0.2964651656
595	0.2964602832
596	0.2964584135
597	0.2964575267
598	0.2964528797
599	0.2964301845
600	0.2964244395
601	0.2963771573
602	0.2963754853
603	0.2963745002
604	0.296372257
605	0.2963206088
606	0.2963103307
607	0.2962847195
608	0.2962568933
609	0.2962532116
610	0.2962515543
611	0.2962444452
612	0.2962353874
613	0.2961895554
614	0.2961879347
615	0.2961801975
616	0.2961527479
617	0.2961514279
618	0.2961492025
619	0.2961396895
620	0.2960946005
621	0.2960929382
622	0.296090743
623	0.2960876934
624	0.2959887627
625	0.2959874765
626	0.2959829937
627	0.2959505102
628	0.2959489574
629	0.2959488911
630	0.2959390451
631	0.2959317371
632	0.2959295719
633	0.2959198471
634	0.2959183065
635	0.2959166237
636	0.295912318
637	0.2959109465
638	0.2959054709
639	0.295895033
640	0.2958895516
641	0.2958880275
642	0.2958582733
643	0.2958573273
644	0.2958510934
645	0.295845007
646	0.2958422291
647	0.2958205435
648	0.2957836121
649	0.2957787663
650	0.2957778089
651	0.2957692058
652	0.2957584756
653	0.2956781199
654	0.2956780033
655	0.2956770688
656	0.2956728356
657	0.295640983
658	0.2955897225
659	0.2955248499
660	0.2955204671
661	0.2955150245
662	0.2955133845
663	0.2954881653
664	0.2954854692
665	0.295482203
666	0.2954808593
667	0.2954671496
668	0.2954661984
669	0.2954526427
670	0.2954508691
671	0.2954270333
672	0.2954229621
673	0.2953929368
674	0.2953914279
675	0.2953899573
676	0.2953460913
677	0.2953446463
678	0.2953319125
679	0.2953277076
680	0.2953266281
681	0.295318967
682	0.2953178969
683	0.2953116869
684	0.2953100854
685	0.2953032584
686	0.2953024116
687	0.295300995
688	0.2952974139
689	0.2952952917
690	0.295258288
691	0.2952538201
692	0.295252918
693	0.2952520438
694	0.295247195
695	0.2952421024
696	0.2952300484
697	0.295226143
698	0.295214917
699	0.295213483
700	0.2952120654
701	0.2952100118
702	0.2948852325
703	0.2948850948
704	0.2946572085
705	0.2946482913
706	0.2946456883
707	0.294633256
708	0.2946320053
709	0.294630958
710	0.2946234009
711	0.2946195583
712	0.2946159882
713	0.2946150293
714	0.2946040137
715	0.2945662569
716	0.2945595534
717	0.2945575231
718	0.2945557699
719	0.2945543177
720	0.2945428238
721	0.2945412383
722	0.2945261769
723	0.2945216615
724	0.2945119627
725	0.2945111419
726	0.2945069336
727	0.2945049379
728	0.2944968142
729	0.2944951488
730	0.2944881241
731	0.2944778382
732	0.2944764174
733	0.2944751825
734	0.294474341
735	0.2944696166
736	0.2944484571
737	0.2944441966
738	0.2943707949
739	0.294365249
740	0.294364007
741	0.2943553841
742	0.294353641
743	0.2943476648
744	0.294341527
745	0.2943399794
746	0.294336824
747	0.2943292597
748	0.2943226323
749	0.2943065388
750	0.2943051946
751	0.2942776112
752	0.2942765893
753	0.294249
754	0.2942481312
755	0.2942471123
756	0.2942423044
757	0.2942386948
758	0.2942354379
759	0.294234161
760	0.2942270293
761	0.2942173432
762	0.2942164855
763	0.2942149361
764	0.2942135794
765	0.2942123677
766	0.2942107728
767	0.2942040043
768	0.2942026798
769	0.2941988988
770	0.2941931004
771	0.2941850771
772	0.294183868
773	0.2941825651
774	0.2941784027
775	0.2941767045
776	0.294160469
777	0.2941304275
778	0.2941075372
779	0.2940984117
780	0.2940976005
781	0.2940911649
782	0.2940805231
783	0.2940792195
784	0.2940731365
785	0.2940627552
786	0.2940610628
787	0.2940539307
788	0.2940527629
789	0.2940479274
790	0.2940466573
791	0.2940367581
792	0.294035972
793	0.2940305036
794	0.2940139058
795	0.2940071434
796	0.2940003354
797	0.2939925015
798	0.2939776698
799	0.2939771574
800	0.2939753417
801	0.2939660725
802	0.293965306
803	0.2939641405
804	0.293956634
805	0.2939508397
806	0.2939498199
807	0.2939486954
808	0.2939472217
809	0.2939431999
810	0.2939186502
811	0.2939115943
812	0.2939031145
813	0.2938662207
814	0.2938404836
815	0.2938377943
816	0.2938364995
817	0.2938352501
818	0.2938311446
819	0.2938272775
820	0.2938261554
821	0.2937402527
822	0.2937312959
823	0.2937023292
824	0.2936983722
825	0.2936904866
826	0.2936893995
827	0.2936878351
828	0.2936859192
829	0.2936850799
830	0.2936810568
831	0.2936553801
832	0.2936541866
833	0.293650357
834	0.2936468325
835	0.2936449226
836	0.2936027559
837	0.293569151
838	0.2935678387
839	0.2935663066
840	0.2935528724
841	0.2934927893
842	0.2934874359
843	0.2934839967
844	0.2934802173
845	0.2934794697
846	0.2934715003
847	0.2934714586
848	0.2934703908
849	0.2934691242
850	0.2934678242
851	0.2934666707
852	0.2934652572
853	0.2934578498
854	0.2934496803
855	0.2934478002
856	0.2934247191
857	0.2933927762
858	0.2933804906
859	0.2933742012
860	0.2933513635
861	0.2933453
862	0.2933444674
863	0.2933436036
864	0.2933427479
865	0.2932439632
866	0.2932429673
867	0.2932223057
868	0.2932191644
869	0.2932185349
870	0.2932139314
871	0.2932124354
872	0.2932076337
873	0.2932050767
874	0.2931560639
875	0.2931541541
876	0.2931506036
877	0.2931474829
878	0.2931456265
879	0.2931444601
880	0.2931343776
881	0.2931289085
882	0.2931276217
883	0.2931083085
884	0.293060416
885	0.2930593515
886	0.2930579626
887	0.2930572247
888	0.2930558055
889	0.2930550839
890	0.2930534397
891	0.2930491416
892	0.2930483196
893	0.2930055472
894	0.2930026065
895	0.29299733
896	0.2929938621
897	0.2929929637
898	0.292941302
899	0.2928793068
900	0.2928758618
901	0.2928675872
902	0.2928616934
903	0.2928561017
904	0.2928505347
905	0.2928494566
906	0.2928461218
907	0.2928405475
908	0.2928372481
909	0.2927961316
910	0.2927935201
911	0.292788453
912	0.2927874058
913	0.2927806903
914	0.2927451756
915	0.2927399434
916	0.2927272369
917	0.2927264496
918	0.2927254032
919	0.2927241369
920	0.2927194815
921	0.2927161636
922	0.2927092534
923	0.2926119612
924	0.2926096654
925	0.2925472157
926	0.2925460777
927	0.2925459737
928	0.2925445566
929	0.2925390036
930	0.2925378528
931	0.2925325118
932	0.2925305741
933	0.2925287151
934	0.292527982
935	0.2925048655
936	0.2924984476
937	0.2924974452
938	0.292495664
939	0.2924722676
940	0.2924721903
941	0.2924664552
942	0.2924506187
943	0.292444209
944	0.2924408323
945	0.2924397078
946	0.2924350031
947	0.2924318233
948	0.2924308487
949	0.2924279763
950	0.2924171283
951	0.2924163358
952	0.2924103835
953	0.2924072655
954	0.2924059236
955	0.2924037723
956	0.292400535
957	0.2923926833
958	0.2923823842
959	0.2923810697
960	0.2923799682
961	0.2923767595
962	0.2923738082
963	0.2923219038
964	0.2923207637
965	0.292283069
966	0.2922820965
967	0.2922807864
968	0.2922766078
969	0.2922738523
970	0.2922577433
971	0.2922564357
972	0.2922551646
973	0.2922526084
974	0.2922100173
975	0.2922059695
976	0.292191511
977	0.2921819275
978	0.292176816
979	0.2921675732
980	0.2921556523
981	0.292153845
982	0.2921507449
983	0.2921473327
984	0.2921279721
985	0.2921279011
986	0.2920885557
987	0.2920874809
988	0.292083494
989	0.2920822541
990	0.2920362109
991	0.2920160393
992	0.2919892567
993	0.2919853223
994	0.2919803832
995	0.2919713373
996	0.2919282472
997	0.2919161671
998	0.2919099822
999	0.2919092684
