iter	RMSE
0	0.1977116482
1	0.2262631728
2	0.3047111861
3	0.2416036241
4	0.1662031002
5	0.2432051837
6	0.2511533789
7	0.2425943903
8	0.169406187
9	0.2656753883
10	0.247204165
11	0.2176414865
12	0.1810241965
13	0.2672474515
14	0.2521779059
15	0.2931292206
16	0.1953910407
17	0.2605237041
18	0.2475481737
19	0.2940357149
20	0.03738169697
21	0.03114578555
22	0.0109397992
23	0.02277949461
